project,image,username,score,timestamp,comment
sap135images,1806_LeafPhotoA_2025-09-09 08_58_32.090-05_00.jpg,Ruben,1.5,2026-05-19T07:08:22,
sap135images,1806_LeafPhotoA_2025-09-09 08_58_50.435-05_00.jpg,Ruben,1.5,2026-05-19T07:10:03,The primary cause may not be Colletotrichum
sap135images,2205_LeafPhotoA_2025-09-08 10_52_29.620-05_00.jpg,Ruben,1,2026-05-19T07:10:09,
sap135images,1806_LeafPhotoA_2025-09-09 08_58_19.870-05_00.jpg,Ruben,2.5,2026-05-19T07:10:17,
sap135images,2205_LeafPhotoA_2025-09-08 10_52_49.920-05_00.jpg,Ruben,2,2026-05-19T07:10:24,
sap135images,2205_LeafPhotoA_2025-09-08 10_52_09.894-05_00.jpg,Ruben,1.5,2026-05-19T07:10:36,
images_to_score_20260516_aamu,20415_LeafPhotoA_2025-10-23 14_07_31.743-05_00.jpg,Ruben,2.5,2026-05-19T07:11:24,
images_to_score_20260516_aamu,10710_LeafPhotoA_2025-10-23 16_50_53.037-05_00.jpg,Ruben,3.5,2026-05-19T07:11:35,
images_to_score_20260516_aamu,20503_LeafPhotoA_2025-10-23 14_27_29.580-05_00.jpg,Ruben,4,2026-05-19T07:11:40,
images_to_score_20260516_aamu,10522_LeafPhotoA_2025-10-23 15_35_45.914-05_00.jpg,Ruben,2.5,2026-05-19T07:12:01,
images_to_score_20260516_aamu,10206_LeafPhotoA_2025-10-21 16_13_45.262-05_00.jpg,Ruben,4,2026-05-19T07:12:13,
images_to_score_20260516_aamu,20117_LeafPhotoA_2025-10-23 11_02_24.897-05_00.jpg,Ruben,3,2026-05-19T07:12:52,
images_to_score_20260516_aamu,11111_LeafPhotoA_2025-10-24 11_47_57.125-05_00.jpg,Ruben,2.5,2026-05-19T07:13:02,
images_to_score_20260516_aamu,11513_LeafPhotoA_2025-10-24 14_18_34.385-05_00.jpg,Ruben,4.5,2026-05-19T07:13:11,
images_to_score_20260516_aamu,10402_LeafPhotoA_2025-10-23 14_16_47.632-05_00.jpg,Ruben,5,2026-05-19T07:13:16,
images_to_score_20260516_aamu,20521_LeafPhotoA_2025-10-23 14_38_26.539-05_00.jpg,Ruben,3,2026-05-19T07:13:22,
images_to_score_20260516_aamu,10202_LeafPhotoA_2025-10-21 16_05_52.777-05_00.jpg,Ruben,4.5,2026-05-19T07:13:28,
images_to_score_20260516_aamu,21121_LeafPhotoA_2025-10-24 11_48_23.673-05_00.jpg,Ruben,2.5,2026-05-19T07:13:33,
images_to_score_20260516_aamu,20623_LeafPhotoA_2025-10-23 15_02_36.137-05_00.jpg,Ruben,3.5,2026-05-19T07:13:41,
images_to_score_20260516_aamu,10408_LeafPhotoA_2025-10-23 14_25_36.298-05_00.jpg,Ruben,4.5,2026-05-19T07:13:47,
images_to_score_20260516_aamu,11513_LeafPhotoA_2025-10-24 14_18_17.030-05_00.jpg,Ruben,4,2026-05-19T07:13:54,
images_to_score_20260516_aamu,20618_LeafPhotoA_2025-10-23 14_58_17.596-05_00.jpg,Ruben,3,2026-05-19T07:14:04,
images_to_score_20260516_aamu,20325_LeafPhotoA_2025-10-23 12_19_37.960-05_00.jpg,Ruben,3.5,2026-05-19T07:14:13,
images_to_score_20260516_aamu,20403_LeafPhotoA_2025-10-23 13_59_05.443-05_00.jpg,Ruben,2.5,2026-05-19T07:14:32,
images_to_score_20260516_aamu,20903_LeafPhotoA_2025-10-24 10_25_40.981-05_00.jpg,Ruben,3,2026-05-19T07:15:19,
images_to_score_20260516_aamu,21401_LeafPhotoA_2025-10-24 14_45_28.516-05_00.jpg,Ruben,3.5,2026-05-19T07:15:24,
images_to_score_20260516_aamu,11215_LeafPhotoA_2025-10-24 12_20_59.823-05_00.jpg,Ruben,3,2026-05-19T07:17:21,Puccinia purpurea pustules are present
images_to_score_20260516_aamu,10123_LeafPhotoA_2025-10-15 16_02_58.040-05_00.jpg,Ruben,3.5,2026-05-19T07:18:08,
images_to_score_20260516_aamu,11609_LeafPhotoA_2025-10-24 14_41_56.021-05_00.jpg,Ruben,3.5,2026-05-19T07:18:16,
images_to_score_20260516_aamu,10323_LeafPhotoA_2025-10-23 10_08_54.268-05_00.jpg,Ruben,2.5,2026-05-19T07:18:39,
images_to_score_20260516_aamu,21107_LeafPhotoA_2025-10-24 11_34_50.609-05_00.jpg,Ruben,4,2026-05-19T07:18:42,
images_to_score_20260516_aamu,20220_LeafPhotoA_2025-10-23 11_40_52.128-05_00.jpg,Ruben,2,2026-05-19T07:19:03,
images_to_score_20260516_aamu,21218_LeafPhotoA_2025-10-24 12_10_33.843-05_00.jpg,Ruben,3,2026-05-19T07:19:32,
images_to_score_20260516_aamu,10409_LeafPhotoA_2025-10-23 14_27_00.554-05_00.jpg,Ruben,1.5,2026-05-19T07:19:39,
images_to_score_20260516_aamu,21103_LeafPhotoA_2025-10-24 11_31_08.247-05_00.jpg,Ruben,2,2026-05-19T07:19:45,
images_to_score_20260516_aamu,11013_LeafPhotoA_2025-10-24 11_21_03.587-05_00.jpg,Ruben,2.5,2026-05-19T07:19:52,
images_to_score_20260516_aamu,10121_LeafPhotoA_2025-10-15 16_01_43.873-05_00.jpg,Ruben,2.5,2026-05-19T07:19:56,
images_to_score_20260516_aamu,21104_LeafPhotoA_2025-10-24 11_33_47.037-05_00.jpg,Ruben,3,2026-05-19T07:20:00,
images_to_score_20260516_aamu,10307_LeafPhotoA_2025-10-23 09_57_46.559-05_00.jpg,Ruben,2,2026-05-19T07:20:03,
images_to_score_20260516_aamu,10622_LeafPhotoA_2025-10-23 16_18_15.817-05_00.jpg,Ruben,2,2026-05-19T07:20:07,
images_to_score_20260516_aamu,10223_LeafPhotoA_2025-10-21 16_34_01.169-05_00.jpg,Ruben,1.5,2026-05-19T07:20:11,
images_to_score_20260516_aamu,20603_LeafPhotoA_2025-10-23 14_45_32.888-05_00.jpg,Ruben,1,2026-05-19T07:20:15,
images_to_score_20260516_aamu,20823_LeafPhotoA_2025-10-24 10_14_02.675-05_00.jpg,Ruben,2.5,2026-05-19T07:20:23,
images_to_score_20260516_aamu,10215_LeafPhotoA_2025-10-21 16_24_00.345-05_00.jpg,Ruben,3,2026-05-19T07:20:28,
images_to_score_20260516_aamu,20418_LeafPhotoA_2025-10-23 14_10_29.488-05_00.jpg,Ruben,1.5,2026-05-19T07:20:33,
images_to_score_20260516_aamu,20401_LeafPhotoA_2025-10-23 13_57_03.873-05_00.jpg,Ruben,1.5,2026-05-19T07:20:39,
images_to_score_20260516_aamu,10803_LeafPhotoA_2025-10-24 09_26_15.121-05_00.jpg,Ruben,3,2026-05-19T07:20:58,
images_to_score_20260516_aamu,11202_LeafPhotoA_2025-10-24 12_02_25.679-05_00.jpg,Ruben,3,2026-05-19T07:21:08,
images_to_score_20260516_aamu,11605_LeafPhotoA_2025-10-24 14_38_41.490-05_00.jpg,Ruben,2,2026-05-19T07:21:19,
images_to_score_20260516_aamu,10820_LeafPhotoA_2025-10-24 09_40_14.620-05_00.jpg,Ruben,2.5,2026-05-19T07:21:36,
images_to_score_20260516_aamu,11105_LeafPhotoA_2025-10-24 11_44_10.665-05_00.jpg,Ruben,1.5,2026-05-19T07:21:41,
images_to_score_20260516_aamu,20218_LeafPhotoA_2025-10-23 11_38_55.486-05_00.jpg,Ruben,2,2026-05-19T07:21:45,
images_to_score_20260516_aamu,21208_LeafPhotoA_2025-10-24 11_59_09.829-05_00.jpg,Ruben,1.5,2026-05-19T07:21:48,
images_to_score_20260516_aamu,11020_LeafPhotoA_2025-10-24 11_28_00.379-05_00.jpg,Ruben,3,2026-05-19T07:21:57,
images_to_score_20260516_aamu,11019_LeafPhotoA_2025-10-24 11_26_08.786-05_00.jpg,Ruben,2.5,2026-05-19T07:22:03,
images_to_score_20260516_aamu,11220_LeafPhotoA_2025-10-24 12_21_48.175-05_00.jpg,Ruben,2.5,2026-05-19T07:22:07,
images_to_score_20260516_aamu,11220_LeafPhotoA_2025-10-24 12_21_48.175-05_00.jpg,Ruben,2.5,2026-05-19T07:22:13,
images_to_score_20260516_aamu,20506_LeafPhotoA_2025-10-23 14_28_34.702-05_00.jpg,Ruben,2.5,2026-05-19T07:22:17,
images_to_score_20260516_aamu,11403_LeafPhotoA_2025-10-24 13_45_04.619-05_00.jpg,Ruben,3,2026-05-19T07:22:21,
images_to_score_20260516_aamu,20521_LeafPhotoA_2025-10-23 14_38_38.214-05_00.jpg,Ruben,3,2026-05-19T07:22:24,
images_to_score_20260516_aamu,10709_LeafPhotoA_2025-10-23 16_49_39.080-05_00.jpg,Ruben,3.5,2026-05-19T07:22:29,
